Date,DIA,IVV,IWM,QQQ,SPY,VTI
2012-04-26,105.9688720703125,116.33811950683594,71.19934844970703,60.715179443359375,115.87742614746094,59.84299087524414
2012-04-27,106.08946228027344,116.5448989868164,71.75682830810547,61.078521728515625,116.06758117675781,59.984291076660156
2012-04-30,105.92867279052734,116.0238037109375,70.96416473388672,60.64251708984375,115.63768005371094,59.67677307128906
2012-05-01,106.5153579711914,116.79301452636719,71.03384399414062,60.742435455322266,116.35691833496094,60.0590934753418
2012-05-02,106.41090393066406,116.48698425292969,71.22547912597656,60.91502380371094,116.00970458984375,59.92610549926758
2012-05-03,105.93670654296875,115.61852264404297,70.2237777709961,60.270084381103516,115.12506866455078,59.40249252319336
2012-05-04,104.5543212890625,113.71623229980469,68.89105224609375,58.77126693725586,113.26488494873047,58.413414001464844
2012-05-07,104.35342407226562,113.76586151123047,69.07398223876953,58.82579040527344,113.34759521484375,58.454978942871094
2012-05-08,103.74261474609375,113.30267333984375,69.03044891357422,58.60776901245117,112.89283752441406,58.23886489868164
2012-05-09,103.14786529541016,112.62449645996094,68.63847351074219,58.42609786987305,112.22320556640625,57.88978576660156
2012-05-10,103.22823333740234,112.88915252685547,68.89981079101562,58.308013916015625,112.45465850830078,58.039398193359375
2012-05-11,103.01923370361328,112.50867462158203,68.72557830810547,58.29893493652344,112.1156997680664,57.881465911865234
2012-05-14,102.03070831298828,111.3425064086914,67.81095123291016,57.753910064697266,110.87555694580078,57.22486114501953
2012-05-15,101.51634979248047,110.68909454345703,67.68901824951172,57.56315612792969,110.23897552490234,56.9173469543457
2012-05-16,101.41182708740234,110.27555847167969,67.20126342773438,57.17255783081055,109.81735229492188,56.651371002197266
2012-05-17,100.11785888671875,108.63790893554688,65.67691802978516,55.96443176269531,108.18862915039062,55.67061233520508
2012-05-18,99.44525909423828,107.70333099365234,65.05847930908203,55.23772430419922,107.2626953125,55.20515823364258
2012-05-21,100.6550064086914,109.53116607666016,66.5915298461914,56.781951904296875,109.10635375976562,56.22747802734375
2012-05-22,100.671142578125,109.72140502929688,66.19083404541016,56.7183723449707,109.29647827148438,56.24410629272461
2012-05-23,100.57433319091797,109.78755187988281,66.6176528930664,56.82736587524414,109.35437774658203,56.34383010864258
2012-05-24,100.90502166748047,109.87027740478516,66.75701141357422,56.45494079589844,109.56929779052734,56.45188903808594
2012-05-25,100.21146392822266,109.63867950439453,66.71344757080078,56.38227462768555,109.21382141113281,56.318904876708984
2012-05-29,101.29206085205078,110.95375061035156,67.68033599853516,57.099884033203125,110.53660583496094,57.00044631958008
2012-05-30,99.99365997314453,109.33270263671875,66.3824462890625,56.61845397949219,108.93273162841797,56.10280227661133
2012-05-31,99.75984954833984,109.05145263671875,66.29534912109375,56.37318801879883,108.69294738769531,55.961509704589844
2012-06-01,97.59042358398438,106.4957275390625,64.3006591796875,54.874393463134766,105.95641326904297,54.523616790771484
2012-06-04,97.40491485595703,106.3634262084961,64.15258026123047,55.292240142822266,105.90682220458984,54.473751068115234
2012-06-05,97.65493774414062,106.96720123291016,64.98007202148438,55.51932907104492,106.70877838134766,54.889320373535156
2012-06-06,99.94528198242188,109.47325134277344,66.58280181884766,56.79103469848633,109.10635375976562,56.1693000793457
2012-06-07,100.42108154296875,109.6138916015625,66.14727783203125,56.5639533996582,109.1724853515625,56.10280227661133
2012-06-08,101.15501403808594,110.43273162841797,67.0444564819336,57.10897445678711,110.04057312011719,56.593162536621094
2012-06-11,99.98562622070312,109.62216186523438,65.56368255615234,56.14610290527344,108.64334869384766,55.803585052490234
2012-06-12,101.28404998779297,110.39134216308594,66.39118194580078,56.82736587524414,109.8917236328125,56.41035842895508
2012-06-13,100.7195053100586,109.64697265625,65.62464904785156,56.43677520751953,109.18901062011719,55.99475860595703
2012-06-14,101.9130630493164,110.76351928710938,66.37372589111328,56.64570617675781,110.34642791748047,56.57656478881836
2012-06-15,102.87442779541016,111.82221984863281,67.26224517822266,57.349491119384766,111.47502899169922,57.158355712890625
2012-06-18,102.70482635498047,112.07858276367188,67.3405990600586,57.88665008544922,111.69105529785156,57.324588775634766
